num_seeds,average_score
1,0.9550524647507981
1,0.9534063958091659
1,0.9498227940485108
1,0.9488250778319293
1,0.9535033619723593
1,0.9512962960381114
1,0.9530528401035916
1,0.9472899564274782
1,0.9521022119549484
1,0.9545597999412708
2,0.9557910213485652
2,0.954343857436217
2,0.9538385936432203
2,0.9560260394356683
2,0.9548680383931225
2,0.9556569644487557
2,0.9537053567897067
2,0.9554904680067294
2,0.9563174709214756
2,0.9535767955627815
2,0.9529962293362191
2,0.95530272290158
2,0.9540818613017806
2,0.9550556103527138
2,0.9529735937599946
2,0.9546130296035092
2,0.95547139138719
2,0.9512636551803986
2,0.9537330672521351
2,0.952727823139646
2,0.9533903936690103
2,0.9508221562300773
2,0.9528820594610558
2,0.9540851495994926
2,0.9533597493746927
2,0.9521822083463275
2,0.9528145678732991
2,0.950586713342733
2,0.9526620016252316
2,0.9533294034156226
2,0.9536326783936138
2,0.9552871594586965
2,0.9528204405019702
2,0.9546333335151306
2,0.9556561110251515
2,0.9542768558577528
2,0.9516230551508029
2,0.953688754306031
2,0.9545788592928558
2,0.9527067394238785
2,0.9545491948385002
2,0.95553765587795
2,0.9521715130654301
2,0.9534204378448076
2,0.955227195286678
3,0.9551716815432623
3,0.9547973561947237
3,0.9562724422218354
3,0.9554583235594484
3,0.9560529157348204
3,0.9548717457916368
3,0.9558868465311925
3,0.9563618005982933
3,0.9537929506643417
3,0.9553392791794573
3,0.9546324200716528
3,0.9550754734735671
3,0.9536917344093082
3,0.9548811476570157
3,0.9555052905426044
3,0.9550631989356193
3,0.9542718118053903
3,0.9547045686706089
3,0.9534692089083117
3,0.954669155813876
3,0.9550570375705593
3,0.9553603813768299
3,0.9562552097006424
3,0.9549114541469998
3,0.9560007636423545
3,0.9565410060851258
3,0.9555407116438257
3,0.9541124141719979
3,0.9553106538222554
3,0.9557916447908259
3,0.9547488996445317
3,0.9558487144264779
3,0.9563817442898254
3,0.9545425182936957
3,0.9551805270501931
3,0.9562680886042514
3,0.9532513854989809
3,0.9548522605274055
3,0.9541102707477124
3,0.9546403894071501
3,0.9531931621228745
3,0.9543263038370606
3,0.9549688664183459
3,0.954542037492627
3,0.9537214656118285
3,0.9542413387438418
3,0.9529341197260577
3,0.9540789989821028
3,0.9544841032210921
3,0.9548633189241216
3,0.9558372847348336
3,0.9544316384779898
3,0.9554592498434026
3,0.9560258465432419
3,0.9550924176852057
3,0.9536031966135153
3,0.9547405790802338
3,0.9552458332800445
3,0.9543178273775752
3,0.9553657274736904
3,0.9559142166953822
3,0.9539943992794978
3,0.9546518346341344
3,0.9556826028537144
3,0.9534819813079077
3,0.952757350540087
3,0.9531350366582412
3,0.9516277721460684
3,0.9529463772883048
3,0.953498306846157
3,0.953969919821019
3,0.9548108969860255
3,0.9531990641454641
3,0.9544027753292166
3,0.9551107934057445
3,0.9541651915563524
3,0.9524651870954617
3,0.9537789878095846
3,0.9544310976043311
3,0.953046744193122
3,0.9542647618997233
3,0.9549556919208605
3,0.9526846358389576
3,0.9534976708227785
3,0.9546986012726348
3,0.9536797741811491
3,0.9544983990172828
3,0.9530323769472316
3,0.9542473965075153
3,0.9547224474968612
3,0.9537707108566859
3,0.9522193883501641
3,0.9535483607658144
3,0.9539640607428773
3,0.9527833536533441
3,0.9540158802819177
3,0.9544790206339937
3,0.9525870209006155
3,0.953151599723992
3,0.95437432475865
3,0.9550029155613065
3,0.9533270837869985
3,0.9545489116374899
3,0.9551220046270892
3,0.9543598518249653
3,0.9554738227533777
3,0.9560858810864071
3,0.9539378714106083
3,0.9546628187890889
3,0.9557644665254158
3,0.9536207057427889
3,0.9548475748566009
3,0.9554071021417991
3,0.9532336166953793
3,0.9538958703550376
3,0.9551114087258508
3,0.9538988009657101
3,0.9546052951979553
3,0.9557290843194686
