num_seeds,average_score
1,0.9046371289230251
1,0.8990813730195379
1,0.8945814373350844
1,0.8926128798747439
1,0.9006327655436922
1,0.8962631015336984
1,0.8974162095927235
1,0.8899131739115841
1,0.8986538198263155
1,0.9016331381934949
2,0.9054696915179518
2,0.9031487069038849
2,0.9023002404605622
2,0.9060405737774998
2,0.9038978566454502
2,0.9041293424770127
2,0.9025072014218743
2,0.905115211775973
2,0.9061835579944082
2,0.9011690564506595
2,0.8996756973509809
2,0.904138923924571
2,0.9014638292659365
2,0.9024726729086274
2,0.90119981705229
2,0.9029367490146104
2,0.9034093673893298
2,0.8972571081161536
2,0.9015016780572405
2,0.8995686044189419
2,0.8997675048798701
2,0.8969247699002411
2,0.9000838649713436
2,0.9019286959693655
2,0.9008074711372727
2,0.8983899446974046
2,0.898688589159479
2,0.8967845463882282
2,0.899763491730885
2,0.9002426908949566
2,0.9007937968230794
2,0.9029644032968546
2,0.9005833997905106
2,0.9030801498939148
2,0.9046290438624337
2,0.9010193968104928
2,0.8984912536758413
2,0.9013071395486139
2,0.9023474527232241
2,0.8993310891833667
2,0.9018004053863673
2,0.9030327056581098
2,0.899511995215318
2,0.9016097918965836
2,0.9037909493460102
3,0.9045482065318837
3,0.9037249291782816
3,0.906481032975504
3,0.9048233841377984
3,0.9052492305117809
3,0.9047918136267178
3,0.9057545622467984
3,0.9060997338670669
3,0.9021177581390951
3,0.904775428318607
3,0.9034504640040963
3,0.9035115235047917
3,0.9023583895157076
3,0.9039524523014775
3,0.9049163174090987
3,0.9043121497216042
3,0.9027693674299837
3,0.902874094126018
3,0.9021370176962387
3,0.9036562233754858
3,0.9040032427303453
3,0.9046008940495749
3,0.9055480458734207
3,0.9045968855126814
3,0.9058970002707781
3,0.9067284645187165
3,0.9042183815920337
3,0.9032003089656558
3,0.9046438237792864
3,0.905246455680288
3,0.9035404108703599
3,0.9048376057376145
3,0.9055317573626784
3,0.903929299322774
3,0.9049970600812198
3,0.9061653185069993
3,0.9006868521477981
3,0.9036693729376158
3,0.9021056047103376
3,0.9025126518651202
3,0.9015183352190805
3,0.9027238960736361
3,0.9034127655946228
3,0.9029139384229362
3,0.9011367441838748
3,0.9015888189766198
3,0.9009966673438865
3,0.9021360409614321
3,0.902221165723528
3,0.9032959490994101
3,0.9045823032216207
3,0.9037900129658171
3,0.90470300006614
3,0.9052598228396235
3,0.9030184868369073
3,0.902151561251669
3,0.9032111789862829
3,0.9035459025779697
3,0.9028351243037165
3,0.9037509373179853
3,0.9041745364541822
3,0.9029969419308761
3,0.9037794747097039
3,0.9045755885866535
3,0.9011677159410248
3,0.8997181280613743
3,0.8998116353854164
3,0.8985321114064425
3,0.900294616873296
3,0.9009896683813003
3,0.9017795888023621
3,0.9027077975858062
3,0.9012178615558032
3,0.9027610561581156
3,0.9039369649102702
3,0.9014693536588071
3,0.8999160597920173
3,0.9016005362642656
3,0.902546506967269
3,0.9002472105740067
3,0.9017821808474414
3,0.9028139549895535
3,0.9003284534687247
3,0.9017527971296164
3,0.903158356168076
3,0.9011738705984663
3,0.9021355899455987
3,0.901065033856616
3,0.9025332995053893
3,0.9030920350897393
3,0.9006838236646137
3,0.8995430558826037
3,0.9011545207505277
3,0.9014906148249131
3,0.8999102534797419
3,0.9013743298423441
3,0.9018053563330575
3,0.9003442591257448
3,0.9011363827486284
3,0.9024763195711659
3,0.9027746534510959
3,0.9013989635196081
3,0.9028020851318352
3,0.9036307690348193
3,0.9026177484643352
3,0.9038634045245627
3,0.9047627737938286
3,0.9026121662930439
3,0.9038964495712767
3,0.9050164701689231
3,0.9013101911631792
3,0.9026948995231292
3,0.9033692876382887
3,0.901382501617175
3,0.9024350054954515
3,0.9036961893900406
3,0.9018422735484415
3,0.9029747051798792
3,0.9040931895349611
3,0.9032696165506208
4,0.9034038891363692
4,0.9055153358387358
4,0.9043729263318541
4,0.9045881489021083
4,0.904089128170652
4,0.9048750630090554
4,0.9053411916879276
4,0.9050026426045893
4,0.9037388478167127
4,0.9039790592498684
4,0.903707709024138
4,0.9044567849564897
4,0.9045786822786172
4,0.9053846132680143
4,0.9060980714776748
4,0.9057116287955488
4,0.9063330593874555
4,0.9067246266282197
4,0.9049552064426789
4,0.9045273505683612
4,0.9052312676761204
4,0.9054961909991279
4,0.9048967612834219
4,0.9055216870133086
4,0.9058387970384537
4,0.9051578985326717
4,0.9056755494451908
4,0.9062317060450458
4,0.9037201801535463
4,0.9026421915287925
4,0.9026784673401903
4,0.9020199748590226
4,0.9031204044288011
4,0.9035891347904854
4,0.9042325136557819
4,0.904742269295336
4,0.9039643659158855
4,0.9049400729321999
4,0.9056823235153917
4,0.903784187780175
4,0.9029697607491372
4,0.9040256512818085
4,0.9046379048986666
4,0.9031378967473304
4,0.9041123762351146
4,0.9047754587564029
4,0.9033561684786441
4,0.9042343669156301
4,0.905135869090575
4,0.9038036037020859
4,0.9043334146121157
4,0.9037906125479074
4,0.9047256846310662
4,0.905118006975146
4,0.903254051195581
4,0.9026717269487207
4,0.9036878418480738
4,0.9039532864879409
4,0.9028609999894951
4,0.903796568767074
4,0.9041168019807674
4,0.9032773560822943
4,0.9037990779421105
4,0.9046639721643658
4,0.9048599057175519
4,0.9041474241446724
4,0.9050436681665261
4,0.9055877239716259
4,0.9048175257920693
4,0.9056288338478765
4,0.9062171808284618
4,0.9049854656541916
4,0.905785604549667
4,0.906525593007464
4,0.9038199946948469
4,0.9047105152895618
4,0.9051710172002977
4,0.9040315804479357
4,0.904700908438143
4,0.9055210406603218
4,0.9042731860858519
4,0.9049908782115957
4,0.9057324221490864
4,0.9053254236943336
4,0.902786453543233
4,0.901575382671336
4,0.90180696744765
4,0.9012329674670476
4,0.9021181698996407
4,0.9024348199140688
4,0.9033505762542896
4,0.9040522617611139
4,0.903364728395176
4,0.9041220674494603
4,0.9047069280967983
4,0.9029612750563613
4,0.902233967696887
4,0.9030728336270428
4,0.9035304592372247
4,0.9025956611311555
4,0.9033542385780451
4,0.9038617281686138
4,0.9026864787990263
4,0.9034028729566984
4,0.9040923394245745
4,0.9027577286350927
4,0.9034799911158525
4,0.9030216881158291
4,0.9037420984416776
4,0.9039824475431226
4,0.9022694745883181
4,0.901768377394642
4,0.9025711903372967
4,0.9026875693701066
4,0.9021519464366586
4,0.9028752853555773
4,0.9030452460280771
4,0.9024386350499417
4,0.9028038972127532
4,0.9034604851589475
4,0.9040578420547539
4,0.9034324637252715
4,0.9041124730546437
4,0.9045021516049763
4,0.904293589256004
4,0.9048895004899051
4,0.9053223597319081
4,0.9043345991949643
4,0.9049730163996981
4,0.905501614347328
4,0.9031618375235237
4,0.9038383376773792
4,0.9041460760330148
4,0.9032445958322961
4,0.9037549506090921
4,0.9043650677012369
4,0.9036798788488203
4,0.9042376762330661
4,0.9047701233908464
4,0.9044434336470846
4,0.9015814792353322
4,0.9021025474923924
4,0.9012561879506
4,0.902327553173224
4,0.9029149761017374
4,0.9010747445662828
4,0.9001904457987975
4,0.90134192211574
4,0.901801961846286
